dataset,formato,URLdataset,URLsezione,tracciaRecordAttributi,AttoConcessionePresenzaAttributo,DatiFiscaliBeneficiarioPresenzaAttributo,ImportoBeneficioPresenzaAttributo,LinkCurriculiumSoggettoPresenzaAttributo,ModalitaSeguitaPerIndividuazioneBeneficiarioPresenzaAttributo,NomeBeneficiarioPresenzaAttributo,ProgettoFinanziatoPresenzaAttributo,LinkProgettoFinanziatoPresenzaAttributo,FunzionarioResponsabileSussidioPresenzaAttributo,UfficioResponsabileSussidioPresenzaAttributo
http://trasparenza.nexacenter.org/id/AttiConcessioneGorizia,http://trasparenza.nexacenter.org/id/Pdf_vettoriale,http://www3.comune.gorizia.it/sites/default/files/file/trasparenza/30092014.pdf,http://www3.comune.gorizia.it/it/atti-di-concessione,"Mand. , Data , Soggetto , Indirizzo , Comune , Importo , Anno , Atto , N. , Data , Cod. Fisc. , P.IVA",0,1,1,0,0,1,1,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneGrosseto,http://trasparenza.nexacenter.org/id/Csv,http://www.comune.grosseto.it/contributi/viste/esporta_csv.php,http://www.comune.grosseto.it/contributi/viste/webListaSoggetti.php,"Identificativo , Anno_Concessione , Tipo_Attosequence , dt_concessione ,  Responsabile , atto_concessione ,  Ufficio ,  Importo , Beneficiario , Codice_fiscale",1,1,1,0,0,1,0,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneIglesias,,,http://www.comune.iglesias.ca.it/it/230/amministrazione-trasparente/832.831/atti-di-concessione.html,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneIglesias,,,http://www.comune.iglesias.ca.it/it/230/amministrazione-trasparente/832.831/atti-di-concessione.html,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneIglesias,,,http://www.comune.iglesias.ca.it/it/230/amministrazione-trasparente/832.831/atti-di-concessione.html,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneIglesias,,,http://www.comune.iglesias.ca.it/it/230/amministrazione-trasparente/832.831/atti-di-concessione.html,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneIglesias,,,http://www.comune.iglesias.ca.it/it/230/amministrazione-trasparente/832.831/atti-di-concessione.html,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneImperia,http://trasparenza.nexacenter.org/id/Csv,http://www.comune.imperia.it/im/default/files/csv/soggettibeneficiari.csv,http://www.comune.imperia.it/im/soggetti-beneficiari,"Titolo ,  Determina numero , Determina anno ,	Anno contributo , Importo ,	Data di modifica ,	Data pubblicazione",0,0,1,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneIsernia,http://trasparenza.nexacenter.org/id/Html_tabellare,http://egov.hseweb.it/isernia/zf/index.php/trasparenza/index/index/categoria/63,http://egov.hseweb.it/isernia/zf/index.php/trasparenza/index/index/categoria/63,"Beneficiario , Atto , Importo",1,1,1,0,0,1,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneL-27Aquila,http://trasparenza.nexacenter.org/id/Csv,http://trasparenza.comune.laquila.gov.it/export_open_data_csv.php?id_criterio=127&id_oggetto=38&id_ente=42,http://trasparenza.comune.laquila.gov.it/pagina48_atti-di-concessione.html,"Nominativo beneficiario, Dati fiscali, Oggetto, Struttura organizzativa responsabile, Dirigente o funzionario responsabile, Data di riferimento, Importo, Note, Modalità seguita per l'individuazione, Atto di concessione, Progetto selezionato, Curriculum del soggetto beneficiario",1,1,1,0,0,1,0,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneLanusei,,,http://www.comunedilanusei.it/trasparenza/?q=amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneLanusei,,,http://www.comunedilanusei.it/trasparenza/?q=amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneLanusei,,,http://www.comunedilanusei.it/trasparenza/?q=amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneLanusei,,,http://www.comunedilanusei.it/trasparenza/?q=amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneLanusei,,,http://www.comunedilanusei.it/trasparenza/?q=amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneLanusei,,,http://www.comunedilanusei.it/trasparenza/?q=amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneLaSpezia,http://trasparenza.nexacenter.org/id/Csv,http://portale.spezianet.it/Beneficiari/coatti02.aspx?bef_codice=1&SORT=AALFA&idSessione=gvjimgv0ysjl5455xd12hcn5&men_id=00.00.00,http://portale.spezianet.it/Beneficiari/coatti02.aspx?bef_codice=1&SORT=AALFA&idSessione=gvjimgv0ysjl5455xd12hcn5&men_id=00.00.00,"Norma o Titolo , Mod. Individ. ,	Beneficiario ,	Responsabile	Imp. Beneficio ,  Data Atto, Link",0,0,1,0,1,1,0,1,1,0
http://trasparenza.nexacenter.org/id/AttiConcessioneLatina,http://trasparenza.nexacenter.org/id/Pdf_vettoriale,http://comune.latina.it/download.php?id=14773,http://comune.latina.it/c-760/atti-di-concessione,"nome dell'impresa o del soggetto beneficiario P. IVA o Codice Fiscale, n fattura, importo in euro, atto di liquidazione, norma o titolo a base dell'attribuzione, estremi del provvedimento, nome e  cognome del funzionario o del dirigente responsabile, modalita' eseguita per l'individuazione del beneficiario",1,1,1,0,1,1,0,0,1,0
http://trasparenza.nexacenter.org/id/AttiConcessioneLecce,http://trasparenza.nexacenter.org/id/Csv,http://www.comune.lecce.it/comune/amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione,http://www.comune.lecce.it/comune/amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione,"Settore , Data provvedimento , Impresa o altro soggetto beneficiario ,	Partita IVA - Codice Fiscale , Importo complessivo , Importo ad oggi liquidato , Norma o titolo a base dell'attribuzione , Ufficio , Responsabile del procedimento amministrativo ,	Modalità seguita per l'individuazione del beneficiario , Annotazioni , Link agli allegati",0,1,1,0,1,1,0,1,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneLecco,http://trasparenza.nexacenter.org/id/Html_tabellare,https://sol.lc-card.it/urbi/progs/urp/ur1UR018.sto?DB_NAME=n200574,http://www.gazzettaamministrativa.it/opencms/opencms/_gazzetta_amministrativa/amministrazione_trasparente/_lombardia/_lecco/120_sov_con_sus_van/020_att_con/,"Anno , Beneficiario , Importo , Oggetto/Attribuzione , Responsabile/Ufficio",0,1,1,0,0,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneLivorno,http://trasparenza.nexacenter.org/id/Pdf_vettoriale,http://www.comune.livorno.it/_livo/uploads/2014_07_31_08_53_08.pdf,http://www.comune.livorno.it/_livo/it/default/10119/Atti-di-concessione.html,"Struttura , Det. N. , Data , Resp.le Procedimento , Adottata da , Oggetto , Descrizione del Contenuto , Principali Riferimenti",0,0,0,0,0,0,1,0,1,0
http://trasparenza.nexacenter.org/id/AttiConcessioneLodi,http://trasparenza.nexacenter.org/id/Csv,http://lodi.e-pal.it/L190/contributo/lista?format=csv&extension=csv&sort=&exportAllPages=N&idSezione=66,http://lodi.e-pal.it/L190/contributo/lista?sort=&idSezione=66,"ANNO , BENEFICIARIO , FATTURA ,IMPORTO , MODALITA' , MOVIMENTO , NORMA , NUM ALLEGATI ,	PUBBLICATO , RESPONSABILE , TIPO MOVIMENTO , UFFICIO",0,1,1,0,0,1,0,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneLucca,http://trasparenza.nexacenter.org/id/Pdf_vettoriale,http://www.comune.lucca.it/flex/cm/pages/ServeAttachment.php/L/IT/D/8%252Fc%252F3%252FD.f1c8cfb80ea1c28b30da/P/BLOB%3AID%3D11216,http://www.comune.lucca.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/11216,"C.Fiscale , P.Iva , Importo , Oggetto della Determinazione Dirigenziale , Numero della D.D.del 2014 , Ufficio dirigente responsabile del provvedimento",0,0,1,0,0,0,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneMacerata,http://trasparenza.nexacenter.org/id/Ods,http://www.comune.macerata.it/Engine/RAServeFile.php/f/Elenco_Beneficiari_ex_art.18.ods,http://www.comune.macerata.it/Engine/RAServePG.php/P/177081CMC0207,"n. , beneficiario , pi/codice fiscale ,	importo , titolo attribuzione , ufficio , 	responsabile procedimento , modalità individuazione ,	progetto curriculum contratto",0,1,1,1,1,1,1,1,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneMantova,http://trasparenza.nexacenter.org/id/Csv,http://80.88.164.37/webdelibere/Amministrazioneaperta.aspx,http://www.comune.mantova.gov.it/index.php/home/area-documentale/category/144-amministrazione-aperta,"Nominativo , CodiceFiscale , Partita Iva , Compenso ,	Oggetto , Atto , Servizio ,	Modalita Acquisizione ,	Normativa , DataInizio , DataFine",1,1,1,0,1,1,1,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneMassa,http://trasparenza.nexacenter.org/id/Pdf_vettoriale,http://www.comune.massa.ms.it/sites/files/documenti_internet6/26_aprile_2013.pdf,http://www.comune.massa.ms.it/pagina/atti-di-concessione-dal-1%C2%B0-gennaio-al-31-dicembre-2013,"Dirigente , Settore , Soggetto beneficiario , C.f/p. Iva , Importo del corrispettivo o compenso , norma di riferimento , criteri di individuazione del beneficiario , responsabile del procedimento , estremi del contratto o dell'ordine",0,1,1,0,1,1,0,0,1,0
http://trasparenza.nexacenter.org/id/AttiConcessioneMatera,http://trasparenza.nexacenter.org/id/Xls,http://www.comune.matera.it/images/SETTORE_SERVIZI_ATTI_DI_CONCESSIONE_2013.pdf,http://www.comune.matera.it/it/sovvenzionicontributi-sussidivantaggi-economici/atti-di-concessione,"BENEFICIARIO , CODICE FISCALE , IMPORTO , NORMA O TITOLO A BASE DELL'ATTRIBUZIONE ,  SETTORE , MODALITA'SEGUITA PER L'INDIVIDUAZIONE DEL BENEFICIARIO ,  LINK AL PROGETTO SELEZIONATO , LINK AL CURRICULUM DEL SOGGETTO INCARICATO , NOME FILE ALLEGATO",0,1,1,0,1,1,0,1,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneMessina,http://trasparenza.nexacenter.org/id/Html_tabellare,http://www.comune.messina.it/amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/dipartimento-lavori-pubblici.aspx,http://www.comune.messina.it/amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione.aspx,"Beneficiario , P.IVA , importo , titolo a base dell'attribuzione , causale/progetto , modalità individuazione , link progetto",0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneMilano,http://trasparenza.nexacenter.org/id/Csv,,http://www.comune.milano.it/portale/wps/portal/CDM?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/contentlibrary/Elenco%2BSiti%2Btematici/Elenco%2BSiti%2Btematici/Amministrazione%2Baperta/Sovvenzioni%2Bcontributi%2Bsussidi%2Bvantaggi%2Beconomici/Atti%2Bdi%2Bconcessi,"Beneficiario, Indirizzo, Localita, CodFis, ParIva, Importo, IvaEscusa, Ufficio, ResponsabileProcedimento, ModalitaIndividuazione, TitoloAttribuzione, ProgettoRiferimenti, ProgettoDescrizione",1,1,1,0,1,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneMilano,http://trasparenza.nexacenter.org/id/Csv,,http://www.comune.milano.it/portale/wps/portal/CDM?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/contentlibrary/Elenco%2BSiti%2Btematici/Elenco%2BSiti%2Btematici/Amministrazione%2Baperta/Sovvenzioni%2Bcontributi%2Bsussidi%2Bvantaggi%2Beconomici/Atti%2Bdi%2Bconcessi,"Beneficiario, Indirizzo, Localita, CodFis, ParIva, Importo, IvaEscusa, Ufficio, ResponsabileProcedimento, ModalitaIndividuazione, TitoloAttribuzione, ProgettoRiferimenti, ProgettoDescrizione",1,1,1,0,1,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneMilano,http://trasparenza.nexacenter.org/id/Csv,,http://www.comune.milano.it/portale/wps/portal/CDM?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/contentlibrary/Elenco%2BSiti%2Btematici/Elenco%2BSiti%2Btematici/Amministrazione%2Baperta/Sovvenzioni%2Bcontributi%2Bsussidi%2Bvantaggi%2Beconomici/Atti%2Bdi%2Bconcessi,"Beneficiario, Indirizzo, Localita, CodFis, ParIva, Importo, IvaEscusa, Ufficio, ResponsabileProcedimento, ModalitaIndividuazione, TitoloAttribuzione, ProgettoRiferimenti, ProgettoDescrizione",1,1,1,0,1,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneMilano,http://trasparenza.nexacenter.org/id/Csv,,http://www.comune.milano.it/portale/wps/portal/CDM?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/contentlibrary/Elenco%2BSiti%2Btematici/Elenco%2BSiti%2Btematici/Amministrazione%2Baperta/Sovvenzioni%2Bcontributi%2Bsussidi%2Bvantaggi%2Beconomici/Atti%2Bdi%2Bconcessi,"Beneficiario, Indirizzo, Localita, CodFis, ParIva, Importo, IvaEscusa, Ufficio, ResponsabileProcedimento, ModalitaIndividuazione, TitoloAttribuzione, ProgettoRiferimenti, ProgettoDescrizione",1,1,1,0,1,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneMilano,http://trasparenza.nexacenter.org/id/Csv,,http://www.comune.milano.it/portale/wps/portal/CDM?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/contentlibrary/Elenco%2BSiti%2Btematici/Elenco%2BSiti%2Btematici/Amministrazione%2Baperta/Sovvenzioni%2Bcontributi%2Bsussidi%2Bvantaggi%2Beconomici/Atti%2Bdi%2Bconcessi,"Beneficiario, Indirizzo, Localita, CodFis, ParIva, Importo, IvaEscusa, Ufficio, ResponsabileProcedimento, ModalitaIndividuazione, TitoloAttribuzione, ProgettoRiferimenti, ProgettoDescrizione",1,1,1,0,1,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneMilano,http://trasparenza.nexacenter.org/id/Csv,,http://www.comune.milano.it/portale/wps/portal/CDM?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/contentlibrary/Elenco%2BSiti%2Btematici/Elenco%2BSiti%2Btematici/Amministrazione%2Baperta/Sovvenzioni%2Bcontributi%2Bsussidi%2Bvantaggi%2Beconomici/Atti%2Bdi%2Bconcessi,"Beneficiario, Indirizzo, Localita, CodFis, ParIva, Importo, IvaEscusa, Ufficio, ResponsabileProcedimento, ModalitaIndividuazione, TitoloAttribuzione, ProgettoRiferimenti, ProgettoDescrizione",1,1,1,0,1,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneMilano,http://trasparenza.nexacenter.org/id/Csv,,http://www.comune.milano.it/portale/wps/portal/CDM?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/contentlibrary/Elenco%2BSiti%2Btematici/Elenco%2BSiti%2Btematici/Amministrazione%2Baperta/Sovvenzioni%2Bcontributi%2Bsussidi%2Bvantaggi%2Beconomici/Atti%2Bdi%2Bconcessi,"Beneficiario, Indirizzo, Localita, CodFis, ParIva, Importo, IvaEscusa, Ufficio, ResponsabileProcedimento, ModalitaIndividuazione, TitoloAttribuzione, ProgettoRiferimenti, ProgettoDescrizione",1,1,1,0,1,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneModena,http://trasparenza.nexacenter.org/id/Xls,http://www.comune.modena.it/il-comune/amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione/circoscrizioni/art18schedacirco,http://www.comune.modena.it/il-comune/amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione,"Incarico , Art. 18 , Oggetto ,	Nominativo , Cod. Fiscale/P.IVA , Circoscrizione , Consiglio di Circoscrizione del , Settore , Dirigente , Individuazione , Compenso (Euro) , Riferimento atto deliberativo",0,1,1,0,0,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneMonza,http://trasparenza.nexacenter.org/id/Html_tabellare,http://web.comune.monza.it/AmministrazioneAperta/,http://www.comune.monza.it/portale/monzacomune/amministrazione_trasparente/sovvenzioni/index.html,"Pagamento , Anno , Data , Oggetto ,	Beneficiario ,	Dati Fiscali , Importo , Allegati",0,0,1,0,0,0,1,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneNapoli,http://trasparenza.nexacenter.org/id/Xls,http://www.comune.napoli.it/flex/cm/pages/ServeAttachment.php/L/IT/D/e%252F1%252F0%252FD.780454b8cbf6ec3f0ede/P/BLOB%3AID%3D23508,http://www.comune.napoli.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/20514,"N., RAGIONE SOCIALE O NOMINATIVO DEL BENEFICIARIO, CODICE FISCALE O PARTITA IVA DEL BENEFICIARIO, IMPORTO IN EURO DEL BENEFICIO (1), TIPOLOGIA DEL BENEFICIO (2), ESTREMI DELLA NORMA O DEL TITOLO PER L’ATTRIBUZIONE (3), SERVIZIO RESPONSABILE, NOMINATIVO RESPONSABILE DEL PROCEDIMENTO, MODALITA’ DI ATTRIBUZIONE (4)",1,1,1,0,1,1,0,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneNovara,http://trasparenza.nexacenter.org/id/Csv,http://www.comune.novara.it/comune/trasparenza/amministrazioneTrasparente/sovvenzioni/atti.od.php,http://www.comune.novara.it/comune/trasparenza/amministrazioneTrasparente/sovvenzioni/atti.php,"Nominativo / Ragione sociale, C.F/P.IVA, Importo, Norma, Ufficio, Responsabile del procedimento, Modalità  di individuazione, Curriculum, Contratto, Progetto, IDDocumBenef, Atto, Numero, Data",1,1,1,1,1,1,1,1,0,1
http://trasparenza.nexacenter.org/id/AttiConcessioneNuoro,http://trasparenza.nexacenter.org/id/Html_tabellare,https://docs.google.com/spreadsheet/ccc?key=0Avm3tGHrvhIKdEQtV0dwVmRWS3NuR21qTDB6VUhYaEE&usp=sharing#gid=0,http://www.comune.nuoro.it/index.php/Sovvenzioni%2C_contributi%2C_sussidi%2C_vantaggi_economici,"Beneficiario , Dati Fiscali Beneficiario , Responsabile , Importo , Beneficio ,	Modalità di affidamento , Norma , Documenti a supporto , Link per ricerca o download provvedimenti",0,1,1,0,1,1,1,1,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneOlbia,http://trasparenza.nexacenter.org/id/Csv,http://www.comuneolbia.amministrazioneaperta.it/tabella/exAmmAperta?file=csv,http://www.gazzettaamministrativa.it/opencms/opencms/_gazzetta_amministrativa/amministrazione_trasparente/_sardegna/_olbia/120_sov_con_sus_van/020_att_con/,"Beneficiario , Importo , Titolo o Norma , Responsabile Ufficio , Modalità Assegnazione ,Progetto , Contratto",0,0,1,0,1,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessioneOristano,http://trasparenza.nexacenter.org/id/Csv,http://www.comune.oristano.it/.galleries/doc-amministrazione_trasparente/Sovvenzioni.csv,http://www.comune.oristano.it/it/amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione/,"Data creazione , Beneficiario , C.F o P.IVA , Capitolato , Contratto ,  Curriculum , Identificativo , Importo ,  Modalità importo Beneficiario , Norma/TItolo per attribuzione ,  Procedimento , Progetto ,  Responsabile , Settore",1,1,1,0,1,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessionePadova,http://trasparenza.nexacenter.org/id/Csv,https://serviziweb4.comune.padova.it/pentaho/content/reporting/reportviewer/report.html?solution=Trasparenza&path=%2FReport&name=rpt_concessioni_csv.prpt&userid=trasparenza&password=trasparenza&locale=it_IT,http://www.padovanet.it/lista.jsp?tasstipo=S&tassidpadre=2347&tassid=2451,"Beneficiario , Dati Fiscali , Importo , Atto , Numero atto , Data atto , Oggetto , Settore , Responsabile",1,1,1,0,0,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessionePalermo,http://trasparenza.nexacenter.org/id/Html,http://www.comune.palermo.it/amministrazione_trasparente.php?sel=12&asel=172,http://www.comune.palermo.it/amministrazione_trasparente.php?sel=12&asel=172,"anno, disposizione normativa, numero beneficiari, importo",0,0,1,0,1,0,0,0,0,1
http://trasparenza.nexacenter.org/id/AttiConcessioneParma,http://trasparenza.nexacenter.org/id/Csv,http://www.comune.parma.it/comune/Handlers/TabellaExcel.ashx?Id=2f203ddb-91c9-4114-946f-8d2d0621d7f3&r=csv,http://www.comune.parma.it/comune/Amministrazione-Trasparente_Sovvenzioni-contributi--sussidi-vantaggi-economici/atti-di-concessione.aspx,"N° ATTO , DATA ATTO ,	TIPO DI CONCESSIONE ,	OGGETTO	, BENEFICIARIO , DATI FISCALI BENEFICIARIO ,	IMPORTO VANTAGGIO ECONOMICO DIRETTO ,	IMPORTO VANTAGGIO ECONOMICO INDIRETTO , IMPORTO VANTAGGIO ECONOMICO DIRETTO , NORMA O TITOLO A BASE DELL'ATTRIBUZIONE , UFFICIO RESPONSABILE , MODALITA' PER INDIVIDUARE IL BENEFICIARIO ,	LINK AL PROGETTO SELEZIONATO , LINK AL CURRICULUM DEL SOGGETTO INCARICATO , FUNZIONARIO O DIRIGENTE RESPONSABILE DEL PROCEDIMENTO",1,1,1,0,1,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessionePavia,http://trasparenza.nexacenter.org/id/Csv,http://portale.comune.pv.it/Beneficiari/coatti02.aspx?bef_codice=1&SORT=AALFA&idSessione=igheryykeqnn3a45rmq1fv55&men_id=00.07.00,http://www.comune.pv.it/site/home/il-comune/amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/articolo12057.html,"Norma o Titolo , Mod. Individ. , Beneficiario ,	Responsabile ,	Imp. Beneficio ,	Data Atto , Link",1,1,1,1,1,1,0,0,1,0
http://trasparenza.nexacenter.org/id/AttiConcessionePerugia,http://trasparenza.nexacenter.org/id/Xml,http://www.comune.perugia.it/cpg/beneficiarierogazioni/beneficiari.aspx?art=26,http://www.comune.perugia.it/cpg/beneficiarierogazioni/beneficiari.aspx?art=26,"denominazione, tipologia, norma/titolo/oggetto, responsabile procedimento, modalità, importo",1,0,1,0,1,1,1,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessionePesaro,http://trasparenza.nexacenter.org/id/Csv,http://www.opendata.comune.pesaro.pu.it/ExportServlet?formato=CSV,http://www.comune.pesaro.pu.it/index.php?id=15031,"RAGIONE_SOCIALE_BEN ,	COD_BENEFICIARIO ,	CODICE_FISCALE , PARTITA_IVA , NUMERO ,	ANNO ,	IMPORTO , NUMERO_DOCUMENTO , DATA_DOCUMENTO	, UFFICIO ,	RESPONSABILE ,	NORMA ,	MODALITA",0,1,1,0,1,1,0,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessionePescara,http://trasparenza.nexacenter.org/id/Pdf_raster,http://www.comune.pescara.it/UserFiles/utenti/File/trasparenza/2014/servizi_alla_persona_elenco_contributi_anno_2014.pdf,http://www.comune.pescara.it/internet/index.php?navBackPage=747&codice=58#atti_di_concessione,"Beneficiario , P.Iva/Cod.Fisc. , Importo Beneficio, Anno , Norma o Titolo per l'Attribuzione, Ufficio Competente/ Responsabile , Modalità di Individuazione Beneficiario , Atto",1,0,1,0,1,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessionePiacenza,http://trasparenza.nexacenter.org/id/Csv,http://hosting.soluzionipa.it/piacenza/benefici/csv.php,http://hosting.soluzionipa.it/piacenza/benefici/elenchi_csv.php,"Tipo , Beneficiario , Codice Fiscale , Modalità , Importo , Descrizione , Data , Ufficio , Responsabile",0,1,1,0,1,1,1,0,1,1
http://trasparenza.nexacenter.org/id/AttiConcessionePisa,http://trasparenza.nexacenter.org/id/Pdf_vettoriale,http://www.ambiente.comune.pisa.it/documenti_servizi/kmz/bando-contrib-assoc-animaliste-agosto-2014.pdf,http://www.comune.pisa.it/it/progetto-scheda/8980/Atti-di-concessione.html,,1,0,0,0,0,1,1,0,1,0
http://trasparenza.nexacenter.org/id/AttiConcessionePistoia,,,http://www.comune.pistoia.it/2120/Sovvenzioni%20contributi%20sussidi%20vantaggi,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessionePordenone,http://trasparenza.nexacenter.org/id/Csv,http://amministrazioneaperta.regione.fvg.it/AmministrazioneAperta-FE/public/elencoEnte.html?pEnte=093033,http://www.comune.pordenone.it/it/comune/amministrazione-trasparente/sovvenzioni-contributi-sussidi-vantaggi-economici/atti-di-concessione,"ente , fondo fuori bilancio ,	tipo beneficiario , beneficiario , dati fiscali ,	importo , tipo atto ,	norma/titolo a base della concessione , norma/titolo a base della concessione: link , norma/titolo a base della concessione: file , regolamento: link , regolamento: file , bando: link , bando: file , atto di concessione: link ,	atto di concessione: file , struttura competente , responsabile del  procedimento amministrativo	criterio di individuazione del beneficiario ,	progetto ,	progetto: link , progetto: file	 , curriculum ,	curriculum: link , curriculum: file	contratto/capitolato ,	contratto/capitolato: link ,	contratto/capitolato: file ,	atto di incarico: file	data pubblicazione ,	data revoca ,	note",1,1,1,1,1,1,1,1,1,1
http://trasparenza.nexacenter.org/id/AttiConcessionePotenza,,,,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessionePotenza,,,,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessionePrato,,,http://www.comune.prato.it/trasparenza/sovvenzioni/sovvenzioni-atti/home.htm,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessionePrato,,,http://www.comune.prato.it/trasparenza/sovvenzioni/sovvenzioni-atti/home.htm,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessionePrato,,,http://www.comune.prato.it/trasparenza/sovvenzioni/sovvenzioni-atti/home.htm,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessionePrato,,,http://www.comune.prato.it/trasparenza/sovvenzioni/sovvenzioni-atti/home.htm,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessionePrato,,,http://www.comune.prato.it/trasparenza/sovvenzioni/sovvenzioni-atti/home.htm,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessionePrato,,,http://www.comune.prato.it/trasparenza/sovvenzioni/sovvenzioni-atti/home.htm,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneRagusa,,,http://www.comune.ragusa.gov.it/amministrazione/sovvenzioni.html,,0,0,0,0,0,0,0,0,0,0
http://trasparenza.nexacenter.org/id/AttiConcessioneRagusa,,,http://www.comune.ragusa.gov.it/amministrazione/sovvenzioni.html,,0,0,0,0,0,0,0,0,0,0
